productID,reviewerID,rating,unixReviewTime
9,199,5,1568373315
9,842,4,1569639740
9,1330,4,1568308107
9,203,4,1567648609
9,93,3,1569525195
9,148,4,1568721420
9,332,5,1568486148
9,482,1,1568287041
9,1213,4,1567506613
9,445,3,1569674267
9,245,3,1568798149
9,873,3,1569219509
9,1250,5,1567833575
9,1237,3,1568351314
9,326,4,1568453813
9,764,4,1568073678
9,793,4,1567624291
9,526,5,1568464810
9,1136,1,1569203876
9,860,4,1569778208
9,893,4,1569847710
9,352,3,1568430787
9,1273,5,1569336654
9,23,3,1567637801
9,591,5,1568996875
9,189,3,1569054800
9,301,3,1568167855
9,130,4,1567986492
10,1384,2,1569051285
10,1068,3,1567596684
10,210,2,1568146651
10,802,2,1568055298
10,1356,2,1567747011
11,421,2,1568301417
11,1398,2,1569012813
11,919,1,1568057065
11,776,2,1569208900
11,615,5,1568912825
11,320,1,1569724049
11,6,2,1569442687
11,1310,2,1567386831
11,1434,2,1567600126
11,289,2,1569432007
11,1286,2,1568170752
11,1444,1,1568841257
11,814,1,1569628178
11,1137,2,1567783618
12,960,4,1567905665
12,1039,5,1567725966
12,1212,1,1568777542
12,560,4,1567510449
12,906,5,1567548711
12,662,5,1567506976
12,969,4,1567381831
12,463,4,1567425445
12,612,2,1569424033
12,1129,5,1569099266
12,730,2,1569644870
12,824,5,1568124963
12,457,1,1569522916
12,589,3,1569239756
13,1080,3,1568334886
13,1131,2,1567571548
13,1358,3,1567983386
13,39,1,1567401543
13,27,2,1567522973
14,808,2,1568876227
14,779,3,1569035201
14,1322,3,1568176492
14,258,5,1568595865
14,735,2,1568649809
14,437,3,1567543502
14,488,3,1567571529
14,48,2,1569542305
14,1093,2,1567733833
14,947,3,1568107668
14,932,2,1568646920
14,513,3,1569141800
14,235,1,1567728804
14,872,2,1569743611
14,683,2,1568416498
14,568,2,1569864533
14,1153,3,1568456648
14,172,2,1568385780
15,916,1,1568955124
15,1233,4,1567803848
15,188,3,1567989481
15,19,1,1568124438
15,134,5,1567460074
16,114,5,1569461762
16,581,4,1568659885
16,430,4,1568719480
16,369,3,1569786702
16,234,5,1567679052
17,925,1,1569880974
17,658,2,1568203038
17,531,2,1567945436
17,31,2,1567786076
17,198,2,1568109091
18,793,4,1568737688
18,1467,2,1568026925
18,411,3,1569624822
18,571,3,1569214591
18,1369,3,1567655864
18,685,5,1569139784
18,286,5,1568290584
18,348,3,1569219171
18,1450,2,1568984015
18,231,3,1568380937
19,1200,2,1569043128
19,1443,5,1568336356
19,991,3,1569222393
19,286,5,1569743292
19,1129,5,1569558613
19,85,4,1567749759
19,1049,4,1569288839
19,631,4,1567563984
19,739,2,1567703429
19,1245,3,1569393933
19,1072,3,1568308271
19,1345,2,1567629800
19,587,4,1568692352
19,248,3,1567733903
19,763,3,1569838670
19,1325,2,1569687196
19,905,3,1568484435
19,196,3,1568637216
19,399,2,1569587637
19,757,3,1569167444
19,1377,3,1567966352
19,660,4,1567486469
19,897,5,1567429800
19,1051,3,1568238001
19,578,4,1569112107
19,187,3,1567918266
19,3,3,1569053468
20,1365,3,1568309897
20,250,1,1568337344
20,612,4,1569751618
20,437,5,1569056223
20,1295,3,1569399010
20,1076,3,1567605623
20,1219,2,1567595142
20,899,5,1569646535
20,1258,2,1567404638
20,1435,3,1568146191
20,1334,5,1569072061
20,1066,3,1567603749
20,846,4,1569711926
20,1312,3,1567513577
20,1098,5,1569406251
20,1335,3,1569194425
20,88,4,1568608438
20,736,4,1569037089
20,1281,4,1569736304
20,134,5,1569681733
20,255,4,1569381452
20,806,3,1568015308
20,584,4,1569253016
20,84,3,1569026215
20,1420,1,1569786079
20,419,4,1569257743
20,1338,3,1567425745
20,794,4,1569703722
20,765,4,1568521142
20,939,5,1567781406
20,878,3,1569075725
20,192,3,1567470536
20,933,4,1567333410
20,638,3,1569780316
20,797,4,1569063855
20,433,3,1567877331
20,1192,3,1569780650
21,1437,1,1567672233
21,693,3,1567881602
21,283,2,1567669272
21,1091,4,1568414938
21,617,5,1569544994
21,508,3,1569726453
21,859,4,1568194539
22,91,2,1568719134
22,553,2,1567560895
22,262,4,1569799453
22,1037,2,1567460625
22,499,1,1569358522
22,608,2,1568620916
22,139,2,1568057122
22,31,3,1569487441
22,1460,2,1568278832
22,337,2,1567925630
22,1405,5,1568182863
22,623,2,1568526692
22,1413,2,1568052514
22,823,5,1568947299
22,524,2,1568576138
23,1109,4,1569471059
23,964,3,1568746341
23,1168,4,1567594412
23,432,4,1568246652
23,981,4,1567756805
23,1255,3,1568434246
24,525,1,1568270108
24,987,1,1567969860
24,217,1,1568493704
24,522,1,1569139063
24,975,1,1568687875
25,402,1,1569152745
25,104,1,1568686875
25,365,2,1569700437
25,315,1,1568770255
25,797,1,1567956557
25,1293,1,1568308877
25,192,1,1568222795
25,1078,5,1568414931
25,1208,5,1569271077
25,195,1,1567886822
25,1180,1,1567939063
25,743,4,1567461226
25,1368,1,1569011618
25,480,4,1567447264
26,1254,3,1569806721
26,1368,2,1569748011
26,770,3,1569843454
26,568,1,1567678886
26,1441,1,1567948037
26,974,5,1568135787
26,1068,3,1569515446
26,250,1,1569458952
26,960,3,1569873405
26,811,1,1568322362
26,1402,1,1567523245
27,976,3,1569107765
27,72,3,1568082815
27,1300,2,1568744817
27,415,3,1567380355
27,104,2,1568384895
27,1186,4,1567414532
27,1364,2,1569074142
27,1365,3,1569105149
27,525,3,1568762973
27,867,3,1567340359
27,743,2,1569592983
27,479,2,1567702601
27,1327,5,1568867028
27,18,1,1567998529
27,466,3,1569192014
27,1462,3,1567634149
27,376,5,1568262069
27,920,3,1568895001
27,952,3,1569070836
27,261,3,1567863988
27,798,2,1568147291
27,1233,3,1568031351
27,584,3,1569780460
27,741,3,1568499656
27,963,3,1567841539
28,1272,1,1569528415
28,1317,1,1568736185
28,1206,1,1568198194
28,465,1,1569662554
28,657,4,1567830138
28,797,3,1567433021
28,415,3,1568351077
28,1232,2,1569251130
28,671,2,1568334487
28,1300,2,1567577794
28,985,2,1568759722
28,1127,2,1567657979
28,420,2,1569603813
28,1374,3,1567904976
28,1068,3,1568565532
28,1051,1,1569033879
29,25,5,1568184610
29,1136,1,1569041947
29,686,2,1568500639
29,1410,3,1569829487
29,753,2,1567651214
29,1159,1,1568249398
29,47,4,1569433713
29,987,2,1569875701
29,1381,4,1569831597
29,117,1,1567666792
29,643,1,1569296823
29,1437,1,1569240164
29,1090,1,1568487117
29,218,1,1568914423
30,81,1,1567952683
30,917,3,1569848675
30,517,1,1568893194
30,1013,2,1567716202
30,345,2,1568130448
30,692,3,1569336137
30,1128,2,1569149693
30,1326,2,1568348770
30,33,2,1568432479
30,168,2,1568669593
30,1260,3,1569011086
30,971,2,1568114862
30,733,3,1569229269
30,791,2,1567781180
30,425,2,1568039080
30,902,3,1569122256
30,130,2,1568502587
30,589,3,1568304843
30,1026,3,1569838277
30,1415,2,1568089054
30,60,1,1568982930
30,915,5,1568790255
30,674,3,1568741291
30,105,4,1569809612
30,892,3,1569454731
30,1368,1,1568985129
30,222,1,1568368236
31,993,3,1568050762
31,730,3,1567754611
31,1003,3,1567938352
31,1344,2,1567614973
31,665,3,1569876814
31,129,5,1569751563
31,528,3,1567920271
31,670,3,1568638117
31,1356,3,1568094139
31,10,3,1569117665
31,1205,2,1569120339
31,231,3,1569554619
31,990,3,1568344187
31,12,2,1568719627
31,203,3,1567810282
31,32,2,1568781584
31,810,5,1567944712
31,1167,2,1567558504
31,235,1,1567443068
31,1395,2,1567652647
31,1158,3,1568323011
31,1150,2,1568871193
31,1285,3,1567577583
32,1139,4,1568178502
32,330,3,1569576705
32,1041,4,1568135565
32,1184,3,1569006234
32,176,5,1569126539
32,822,4,1568418586
32,119,4,1569799641
32,1460,3,1567671754
32,57,4,1569229783
32,352,3,1568452287
32,196,4,1569271687
32,333,4,1569038489
33,461,5,1568212063
33,1231,4,1569869064
33,843,4,1569375041
33,685,5,1568215933
33,635,4,1567797906
33,1426,5,1568605188
33,1421,4,1568950040
33,103,3,1569223868
33,1440,5,1569312628
33,982,5,1567501558
33,936,3,1568895747
33,1288,5,1568548654
33,162,4,1567568953
33,19,3,1569394450
34,272,4,1567315491
34,721,1,1569529822
34,1217,5,1568603562
34,284,1,1569271502
34,1281,1,1568601466
34,1101,3,1567324054
34,371,1,1569455763
34,232,2,1569618664
34,1272,1,1568847467
34,236,1,1569829710
34,390,5,1567795102
35,1118,1,1567683946
35,191,2,1569720849
35,287,1,1568353534
35,59,5,1569635966
35,811,3,1569587824
36,1082,3,1569432653
36,188,4,1568269878
36,633,4,1568045717
36,302,3,1569442351
36,556,4,1567899059
36,774,5,1568338265
36,1117,3,1567502929
36,337,4,1569855333
36,521,5,1569750864
36,1018,4,1569144890
36,1402,3,1568547012
36,1344,3,1569501798
36,606,4,1569775463
36,128,4,1569565261
36,1130,4,1567993454
36,750,4,1569507623
36,1193,4,1569320323
36,631,4,1567445919
36,155,4,1568009030
36,356,4,1569636776
36,884,3,1567667129
36,136,4,1567444468
36,1186,5,1567418907
36,1380,4,1569415338
36,200,4,1569757676
36,573,4,1568197377
36,1299,3,1568676033
36,425,3,1569310854
36,266,1,1569241230
36,405,4,1568817489
36,542,4,1569277300
37,319,1,1569408790
37,27,3,1568177998
37,609,2,1568320370
37,38,2,1569777785
37,328,1,1568401826
38,332,3,1567635926
38,92,4,1569533082
38,240,2,1567358314
38,725,2,1567301933
38,475,2,1567941780
38,187,3,1567665707
38,127,4,1569105587
38,1008,3,1567363386
38,855,1,1568411794
38,849,3,1567459079
38,661,3,1568917184
38,786,2,1568554165
38,1159,3,1567809107
39,1078,5,1568142028
39,558,2,1569843144
39,287,2,1568906199
39,1188,3,1567716857
39,529,3,1568814306
39,862,2,1568759454
39,1214,3,1569367012
39,1009,2,1568296661
39,1361,3,1568882683
39,450,2,1567944954
39,1148,3,1568643774
39,1086,2,1568124262
39,1100,4,1567719077
39,1437,2,1567322349
39,227,3,1569141469
39,636,3,1568401153
39,820,3,1567827160
39,142,3,1569492140
39,1094,1,1567682919
39,722,1,1568468177
39,779,3,1567629815
40,1450,3,1568940728
40,1457,4,1567379392
40,1068,4,1568488637
40,10,3,1569540122
40,1232,4,1569371088
40,844,4,1568929678
40,719,4,1569329242
40,682,4,1568266561
40,209,3,1568755339
40,1057,5,1567938712
40,1458,4,1568260859
40,289,4,1569047664
40,839,2,1569241940
40,702,3,1569466998
40,681,3,1569853778
40,1467,3,1568044671
40,1227,5,1567873652
40,949,3,1569822197
40,1177,4,1569026686
40,668,4,1569401871
40,1305,5,1567542130
40,1208,5,1569811310
40,615,5,1569051904
40,673,3,1569694231
40,1334,5,1568283134
40,500,4,1567820661
40,1265,1,1569247585
40,542,3,1569772109
40,1423,4,1568156153
40,137,3,1567678590
40,1356,4,1569067371
40,368,3,1569395677
40,1213,4,1569468090
40,355,3,1567924270
40,794,4,1567349123
40,677,4,1568459406
40,1239,1,1567583525
40,962,4,1568048878
41,416,4,1568049924
41,516,5,1569475367
41,1344,4,1569076913
41,1300,3,1568770486
41,1031,1,1568803035
41,716,3,1567857285
41,314,5,1568076273
41,1392,5,1569685117
41,201,3,1567700404
41,357,1,1569360017
41,1,5,1569191288
41,923,1,1567338972
41,1141,5,1568589884
41,1268,5,1568764931
41,120,4,1569009043
42,134,5,1567979623
42,449,3,1568240046
42,959,2,1568134638
42,1181,2,1569770447
42,448,2,1568793573
42,714,3,1569539771
42,516,3,1569586367
42,1198,3,1567645124
42,293,2,1567514510
42,911,2,1569690820
42,147,2,1569035707
42,73,2,1569816965
42,314,3,1568178827
42,265,5,1569194462
42,678,5,1569769318
42,439,2,1569315014
42,462,2,1569451775
42,898,3,1569820123
42,424,2,1568006400
42,443,2,1567586655
42,1231,3,1569220413
42,596,2,1568694600
42,494,2,1567426162
42,1388,2,1567332584
42,76,2,1567299906
43,617,5,1569298677
43,1419,1,1567396306
43,284,2,1567304710
43,747,1,1569427016
43,726,2,1567833435
43,185,2,1569125303
43,1175,2,1569645426
43,932,2,1568219479
43,1399,1,1568318180
43,412,1,1567923932
43,1441,2,1567709610
43,1246,2,1568255103
43,453,2,1568692213
43,1026,1,1569476716
44,945,2,1569082285
44,578,3,1569252694
44,378,1,1568831707
44,328,1,1568453444
44,132,1,1568674025
44,600,5,1569695477
44,660,2,1567519876
44,1126,2,1568074136
44,308,5,1569623972
44,986,5,1569341530
44,640,4,1569719755
44,1241,3,1567417105
44,801,1,1569454736
44,883,2,1569341761
44,1136,1,1568242248
44,594,1,1567729019
44,15,2,1568078390
44,96,3,1567487203
44,131,4,1569873858
44,90,2,1567322188
44,7,1,1567439783
44,360,2,1567797251
44,562,5,1568866120
44,273,2,1567481101
44,1215,5,1569068537
44,12,1,1567364766
44,125,2,1567457165
44,684,1,1567469627
44,728,2,1567534897
44,1311,1,1568971711
45,860,4,1567396974
45,899,4,1568108807
45,1467,2,1569742513
45,679,2,1569836483
45,343,4,1567478474
46,802,3,1568538026
46,496,4,1569843022
46,705,1,1568240158
46,517,3,1569127914
46,1161,4,1568536005
46,537,4,1568506446
46,552,4,1568457312
46,685,5,1569146474
46,634,3,1568061784
46,911,3,1569366103
46,1351,5,1567621234
46,856,4,1568854499
46,567,3,1567494686
46,333,4,1567563958
46,1415,4,1569657272
46,931,3,1568936244
46,0,1,1569492862
46,1288,4,1569517529
46,151,4,1567692710
46,617,5,1568271052
46,270,5,1567436284
46,849,4,1569477638
46,1345,3,1569687300
46,1350,3,1568683394
46,626,3,1569257614
46,1024,3,1568146876
46,10,4,1569753996
46,1388,3,1567906750
46,220,4,1569540477
46,678,5,1569835856
46,2,3,1569838307
46,811,3,1569161139
46,268,4,1569539195
46,1258,3,1568417266
46,1422,4,1569521806
46,820,3,1567934025
46,1077,4,1568416067
46,1390,3,1567864094
47,1063,3,1569516630
47,1291,3,1568924726
47,787,2,1568236918
47,1453,2,1568097861
47,751,2,1568212933
47,793,3,1568428048
47,101,3,1568083498
47,257,5,1569225327
47,1292,2,1569607192
47,261,3,1568889796
47,1141,3,1567915020
47,745,2,1567672700
48,803,2,1569109294
48,1054,3,1567841618
48,634,1,1569371004
48,620,2,1568618803
48,347,3,1567831225
49,908,2,1569809178
49,261,2,1568842823
49,1097,2,1568243253
49,714,3,1569418896
49,643,2,1568373576
50,213,3,1568598068
50,796,3,1569046596
50,767,2,1569648646
50,403,3,1568932505
50,1014,2,1568933151
50,618,1,1569415762
50,58,3,1569014748
50,998,2,1569674023
50,659,2,1567626511
50,926,4,1567874319
50,1070,1,1568212241
50,1180,1,1569808460
50,576,3,1567347432
50,633,3,1568834695
50,621,2,1569492162
50,1024,2,1568573951
50,876,3,1567477025
50,386,4,1568115972
51,1153,3,1569398042
51,933,3,1567319170
51,375,3,1567757047
51,422,2,1568811380
51,321,2,1569322879
51,1374,2,1569814463
51,451,2,1569235137
51,556,2,1567738760
51,42,3,1568289207
51,1145,2,1568068728
51,1030,3,1567689681
51,753,3,1567593495
51,907,2,1567953998
51,533,5,1569447266
52,1368,3,1568077400
52,218,2,1569824490
52,784,4,1567636672
52,1023,2,1568802376
52,1395,2,1569428627
52,401,3,1567861598
53,1364,1,1568441885
53,361,1,1567977824
53,869,1,1568655016
53,183,5,1567851424
53,372,1,1569068760
53,997,1,1568845892
53,45,3,1569870009
53,1011,1,1567793427
53,1216,1,1568202270
53,544,1,1567632724
53,984,1,1568866474
54,604,2,1569685934
54,1223,2,1567692779
54,727,5,1569682933
54,805,3,1568231842
54,665,4,1567918076
55,502,3,1567300665
55,842,2,1569074662
55,524,4,1568934902
55,316,1,1569799116
55,1350,2,1569545549
55,160,3,1569167727
55,445,2,1568593145
55,843,3,1569817191
55,68,3,1568655573
55,577,3,1568921670
55,986,5,1568281336
55,176,3,1568133310
55,333,2,1567900544
55,1171,3,1567615009
55,1302,2,1569428989
56,928,4,1568563685
56,619,3,1568535271
56,924,3,1568747028
56,1362,3,1567498755
56,653,5,1569413646
56,1420,1,1567776792
56,748,4,1568197555
56,452,4,1568303036
56,306,3,1567297051
56,63,4,1567382805
56,777,3,1568440354
56,921,3,1569437102
56,946,4,1569092101
56,1275,3,1568931171
56,1058,1,1569524655
56,752,4,1568710838
56,1111,3,1567586070
56,1467,3,1568691508
56,214,4,1567819399
56,702,4,1569444360
56,1469,3,1567676166
56,643,3,1567670561
56,548,1,1569397340
56,1158,4,1568847271
56,240,3,1567548232
56,75,3,1567885136
56,411,3,1569193345
56,25,5,1569495301
56,840,4,1567463805
57,116,1,1568907185
57,1070,1,1567661099
57,248,3,1567895910
57,1367,2,1567955283
57,45,1,1569769633
57,331,1,1569003037
57,790,1,1569024956
57,1089,1,1568943908
57,485,1,1569481075
57,1146,2,1567416777
57,1337,3,1568140290
57,985,3,1567978900
57,1029,1,1569678546
57,297,1,1569261492
58,1381,5,1567637419
58,1286,4,1568932540
58,502,5,1567720950
58,162,4,1567439043
58,418,5,1568662929
59,670,4,1567442061
59,663,5,1568456084
59,99,5,1569380060
59,826,5,1567478674
59,1254,4,1568373893
59,1469,4,1567974007
59,739,4,1569850569
59,890,5,1569072290
59,788,5,1569004225
59,778,5,1568269395
59,1334,5,1568613682
59,691,5,1568430540
59,1042,5,1568903811
59,964,4,1568971164
59,610,4,1569687646
59,1387,4,1567439595
59,238,4,1568477238
59,35,5,1569135777
59,1434,5,1569041905
59,677,4,1568445830
59,1034,4,1567407431
59,164,5,1569596651
59,1342,5,1568080313
59,277,4,1568560492
59,1217,5,1569281539
59,919,1,1568059566
59,220,5,1569086499
59,1337,4,1568170559
59,1396,4,1567887944
59,1049,5,1569413746
60,650,3,1569792553
60,488,4,1569367391
60,625,3,1568420336
60,35,3,1569538192
60,384,5,1568339081
60,924,4,1567438802
61,909,4,1567485233
61,24,5,1569420763
61,961,4,1568605775
61,135,5,1569037009
61,239,3,1567323120
61,21,3,1568225070
61,507,4,1568622330
61,1249,4,1568559088
61,457,3,1569681453
61,113,4,1568512543
61,1194,4,1567411413
61,197,4,1569118954
61,382,5,1568619357
61,747,3,1568756526
61,192,4,1567972581
61,1213,4,1568815701
61,972,4,1567316132
61,274,4,1568774195
61,1106,5,1568769190
61,6,3,1568381256
61,350,4,1568523566
61,447,4,1567358162
61,272,4,1567669398
61,922,5,1569139999
61,353,4,1569616792
61,100,3,1567425508
61,378,3,1569148559
61,1370,4,1568584474
61,32,3,1567623906
61,430,4,1567639789
61,893,4,1567850453
61,317,4,1569768028
61,500,4,1568297837
61,1011,4,1569568984
61,298,5,1568580602
61,1425,3,1567685010
61,565,5,1569102615
61,266,1,1569272533
61,452,5,1568958735
61,721,3,1567646616
61,1066,4,1569213449
61,826,5,1568259766
61,327,5,1567711279
61,1391,4,1569824430
61,386,4,1568458340
62,199,3,1568717990
62,1374,2,1568987003
62,177,1,1567657048
62,832,1,1569798372
62,524,3,1569094837
62,1078,5,1569626407
62,1035,2,1567554219
62,1140,3,1568814217
62,772,2,1569465182
62,1389,2,1569192059
62,1280,3,1567407124
62,535,3,1569565115
63,45,1,1567792421
63,844,4,1569124825
63,557,1,1567542725
63,606,5,1569448479
63,289,4,1568855450
63,759,1,1568459721
63,1469,1,1567717397
64,1101,3,1569081726
64,767,4,1567564964
64,622,4,1568103871
64,839,2,1567382859
64,740,4,1569352971
64,313,4,1567601723
64,620,4,1568103387
64,1010,3,1568684050
64,533,5,1569646053
64,761,2,1567422136
64,1430,3,1567979275
64,993,4,1569734838
64,1233,4,1568929786
64,837,3,1568009089
64,271,3,1567623568
64,1297,3,1569509335
64,160,4,1569671249
64,187,4,1568901692
64,965,3,1567346137
65,983,2,1568414623
65,371,2,1568497130
65,911,3,1569475475
65,291,2,1568532214
65,232,4,1569599468
65,1,5,1568438421
65,592,2,1568255709
65,548,1,1569520320
65,351,5,1568205053
65,1313,1,1568133486
65,353,3,1569464958
65,424,2,1568413021
65,8,3,1569438262
66,898,3,1568278365
66,285,2,1569633628
66,938,3,1567590506
66,1333,5,1567875301
66,133,3,1569280716
66,310,2,1567505178
66,955,2,1569425669
66,696,3,1568047848
66,485,3,1567528995
66,1020,2,1567333634
66,627,2,1567915650
66,633,3,1568075930
66,204,2,1567715910
66,834,3,1568126690
66,820,3,1567346693
66,47,3,1569317589
67,861,4,1568319486
67,399,3,1568592142
67,984,3,1568705008
67,278,3,1568507893
67,1282,3,1569187270
67,481,3,1569824074
67,1280,4,1568007852
67,1147,3,1568319519
67,428,4,1567912211
67,663,5,1567472220
67,1159,3,1569518010
67,461,4,1567481386
67,523,3,1567995549
67,108,3,1568645476
67,1156,3,1569107435
67,189,3,1567547017
67,583,3,1567899585
67,877,3,1569157225
67,722,1,1569377969
67,862,3,1567867777
67,6,3,1567981028
67,247,2,1569518399
67,28,4,1568066287
67,79,3,1568961793
67,897,4,1567404140
67,482,1,1568219381
67,1276,2,1569593939
67,219,3,1569827703
67,1421,3,1569813109
67,477,3,1568126143
67,931,2,1569120439
67,610,3,1567630639
67,383,2,1569458378
67,186,3,1568618236
68,852,5,1568959968
68,163,4,1568522247
68,1460,4,1567728343
68,1067,5,1567854743
68,643,3,1568217808
68,641,4,1569644940
68,1078,5,1569105073
68,705,1,1569539694
68,1222,3,1568444900
68,1250,5,1568053609
68,283,3,1569481037
68,403,4,1567371376
68,576,4,1569557368
68,1253,3,1567594268
68,1007,4,1567982878
68,1245,5,1567728853
68,136,4,1567393179
68,537,5,1568972700
68,229,3,1568965772
68,1249,4,1567725742
68,330,3,1568780337
68,135,4,1567634708
68,803,4,1568925532
68,970,4,1568337806
68,1258,3,1567909882
68,259,3,1568105114
68,1130,3,1569466001
68,478,4,1568124384
68,733,4,1569319078
68,408,5,1567660818
69,1356,3,1568292283
69,633,3,1568123530
69,166,2,1569639190
69,641,3,1567648951
69,956,2,1568008103
69,987,2,1567818426
69,1307,3,1568214544
70,1129,5,1568934859
70,1245,4,1569251740
70,1167,3,1567333804
70,783,3,1568043104
70,1042,4,1567892100
70,323,3,1567627649
70,575,2,1568310050
70,1256,3,1568272625
70,126,2,1569222258
70,389,5,1568025639
70,1327,5,1569433750
70,171,5,1567579050
70,873,2,1568457215
70,840,3,1569295618
70,650,4,1567346779
70,91,4,1568800070
70,68,3,1567599848
70,368,3,1569017261
70,165,2,1569418076
71,522,2,1568116515
71,1168,2,1568040819
71,1230,4,1569655586
71,483,5,1569809221
71,1264,5,1569176086
72,1006,1,1567444690
72,1176,1,1569087691
72,1327,5,1567595422
72,923,2,1567392796
72,254,2,1567414881
72,720,1,1569008668
72,261,2,1568464889
72,166,5,1567359412
72,310,1,1567625195
72,803,2,1568909205
72,587,2,1569070112
72,602,2,1569330577
72,203,4,1567303279
72,413,5,1569621937
72,436,2,1567709342
73,302,2,1569296591
73,1176,2,1567499535
73,1426,3,1568778797
73,394,2,1568741074
73,380,3,1568612492
73,930,3,1568659113
73,1432,3,1568012807
73,665,3,1567602100
73,129,5,1568306976
73,907,2,1567800028
74,1294,2,1568403446
74,928,2,1567315442
74,186,1,1568382653
74,592,1,1567475183
74,906,2,1567672330
74,1311,4,1569607089
74,1027,5,1569368989
74,717,2,1567499399
75,339,2,1567857988
75,177,1,1569590335
75,1261,3,1567398993
75,1201,2,1568362844
75,839,2,1568366168
75,716,2,1567747152
75,957,3,1568231604
75,210,2,1567583965
75,975,3,1568056511
75,1133,2,1568272419
75,715,2,1569082830
75,1404,1,1569112291
76,91,1,1568379902
76,992,1,1567446360
76,954,1,1569111669
76,1296,1,1568579549
76,48,1,1569827163
76,198,1,1568760616
77,1095,5,1567501934
77,678,5,1568648856
77,1408,3,1567953455
77,165,4,1568613042
77,1402,2,1568927911
78,206,2,1568826392
78,1435,2,1568717343
78,1237,2,1569212557
78,471,2,1568294166
78,1278,1,1567505539
78,515,1,1569832799
78,195,1,1569543241
78,282,2,1568116410
78,634,2,1568349409
79,526,5,1568050980
79,1091,3,1569558680
79,778,4,1569358065
79,819,3,1568681812
79,704,3,1568792792
79,239,3,1568319068
79,933,4,1569557611
79,746,4,1567450637
79,240,3,1568430560
79,1076,3,1569351795
79,478,4,1568473389
79,1038,4,1567556623
79,268,4,1569422947
80,200,3,1568078734
80,80,5,1567619925
80,1427,3,1569481314
80,1003,3,1568632766
80,127,3,1568649189
